uniref,md5
UniRef90_A0A5E7IEF8,89b92a0b41e11c9bfe3c5df6e1ed71cb
UniRef90_A0A0L6VZ53,e15f5e357f041fb7e4483f5631fded82
UniRef90_A0A1I2XR22,36453d929016791ff3f5fe7e88cef3e6
UniRef90_A0A3F3GJY8,9dcf2d69795504096d0378cb46e487a8
UniRef90_A0A3S5DQ30,24153c1f3f225223f93fcbc36ca051d4
UniRef90_A0A494X8J3,fa4f3a59bf3482d5a3e0c8e8afc96961
UniRef90_A0A4Y4F0Q1,82851492aace839471061aa35f68bd47
UniRef90_A0A095UCD7,4e5091137e9888e327d986cd1053c3de
UniRef90_A0A1G9PZF6,1f8ea0c5dc8f3a929f134104759e9f04
UniRef90_W0HMN7,878e1c709a6e44075fc254e89e692105
UniRef90_UPI00037A0E41,22854103df81eed6c9afc212c94d8462
UniRef90_UPI00056FA651,8f2766be3d84c075fc630190438cd57f
UniRef90_UPI00178C59FB,e57b869984225b047f9daccf292994f1
UniRef90_UPI00190D2A9A,613eb9dbcf804d6faa5f659c2a89bf95
UniRef90_A0A2N3N4I6,df9dd52462f2e3b518606e743914c216
UniRef90_M2SGU9,80d56dfa520370d224f9b9c1c1a50066
UniRef90_A0A6I9S594,8e74c985110c01ef4360f3245f6d87dc
UniRef90_I1M7S7,b3e289fc383e12085b1f773f650431c1
UniRef90_A0A6V7QR88,d660cf82c079d7df6285a28e12bddfb8
UniRef90_A0A6L8MEN2,1e90a05d48a551fc1890685fb37ee49d
UniRef90_A0A6X6QS87,2126bacda4b6ed2e888b9b918d6b24ab
UniRef90_A0A701YD47,3cf59a9800bec4e1a2d290f6b2df8e08
UniRef90_B3R923,12cbd833143d28692c4d53bad5dce4cf
UniRef90_A0A0T9NYV5,0bd27e89b546c52c6b1a01bfb9c69eb9
UniRef90_A0A6N1BKM4,5bfa475c96e7280b19812016b9114a0c
UniRef90_A0A2N5EMX0,0ca34fb7ffc3676ec0197c199e2bd34c
UniRef90_W9UZ14,722a1ab566748162f575854ea6d85392
UniRef90_A0A519FP22,e79ba36e37eaf66cbdf40a8ab90cdd2e
UniRef90_C4LAX6,63ca28c169caf6f8cb5a178b2236c298
UniRef90_A8TWC4,de9f5850a457bcd52a5b787f7eb89f2b
UniRef90_A0A6I3SPK0,f48b5bb376a107d80facfb08ffbafb75
UniRef90_A0A5N7WPA5,64004289f3ab21befa0d07c2ec0465e8
UniRef90_A0A658GLA1,e06ed1df8dda691ee46045c456f29c35
UniRef90_A0A841GC52,9041da449e21e6183bac56842682182f
UniRef90_A0A1M5LFZ0,5efdf33b3badee816195e42243326b63
UniRef90_A0A4Q5WWR4,f219d593bbec503c715f503f0cebf925
UniRef90_A0A240AYX5,366d30f2888003b8a7eb162361914d3a
UniRef90_A0A389MC98,7a182d0b3598db058abcdc75e4b09d2a
UniRef90_A0A3S2UMC0,acaed6fbb5f048a7102d73c48c11b8a4
UniRef90_A0A7Z7MZ22,7423482205bd8c3e7db04de8761ddcb9
UniRef90_A0A0Q4Z3P2,cc7cc46ad86a75f350a5ac0db2e191a7
UniRef90_A0A0R3MFJ3,28f589a415aaf600c5c9b37c5f85cd46
UniRef90_UPI00036AC220,2b6e09c8eb42edae7101efd1642382b3
UniRef90_UPI0009AFA8D0,09d97b045c058802adf8794ea9d3250e
UniRef90_UPI000B4B82AB,f397e1905d254620b416d18df8998453
UniRef90_UPI000DEF4710,5900affc820239dde1a7d989c8b92dea
UniRef90_UPI000ED23EB3,76875bb256815c073537e6e82abeff91
UniRef90_UPI00109FA885,076b777e9f7e3c091ad26ac92ab287a4
UniRef90_UPI001645B3DF,2bc3352711c1537953cde06bf6dc0d6a
UniRef90_UPI001912BB54,d4066aea506ef8cc4967dff073210724
UniRef90_A0A4R6VG03,dc9ce767f86d96897c3a214cb09579fb
UniRef90_A0A843UI84,6efd37dd967d29742b5c571f9f6fef8b
UniRef90_A0A3Z0ECP6,655a87f9e339448fa56d457c686dc1e8
UniRef90_A0A5T2SV78,db0661be3290694e4b204227dea98ea4
UniRef90_A0A760RHA4,06b8a759cff5c96461e766f15448ba7b
UniRef90_A0A747A933,b3e1d943c31332a8185bf9339b659ebc
UniRef90_A0A6Y2B682,c9812528e2dde0b100b612ea26636890
UniRef90_A0A5Z4XQ20,7ca0020a058af1d91bd07c410baa9e1a
UniRef90_A0A763RBK1,d86bd43832e31b082cf58acefd232a70
UniRef90_A0A735SWX8,6aec1dea6f89554d4b50191e295c07fa
UniRef90_A0A727R4Q3,521e755909e325258728c82dcfce573d
UniRef90_A0A5T3YAM3,e46701702b6531fefc154e73b382afc5
UniRef90_A0A609U1G6,8a64f251683eea2591a8cb380c6701c2
UniRef90_A0A3E1S9B7,d497723eec7b7e67f73d2c200b4f03eb
UniRef90_A0A2C6DMI8,44294a172e505c788db711d7d55fb1c5
UniRef90_A0A2S4IT32,9c318facd1950f95dd5d228269a0ead7
UniRef90_A0A225M8C6,45eb2fdfffedd7d6236b7f1f25d11c16
UniRef90_A0A3N4N9R9,ea834cfbdaa8a6551a8d101feba4ffaf
UniRef90_A0A1W6B670,fbcad211dba260d4c06130491e8ca44f
UniRef90_A0A0Q6WY31,12d5c466f5612297f5860f0baef1a4ab
UniRef90_A0A1E7X1A7,7ff60e5523ecbd1cb66ab60ce65630bb
UniRef90_A0A1G9WQ75,05c5147693fb9861508b5a6d31a0210a
UniRef90_A0A5D9D8F4,aded5e1335da7347d7d6f3a9c0380efe
UniRef90_A0A6G9I8Q6,b50152f9e3805bc239c4796432101f7e
UniRef90_A8IBB0,d3da82639d58a978723524ed858cfbf3
UniRef90_A0A7V7FXB0,dc961f8d7c627d696663035a01d7d954
UniRef90_A0A6D1PYR1,c78547d2f8e8098877d8b819b3eb9b6a
UniRef90_A0A6M4FK22,0b62b251946d2cc52889188847e27838
UniRef90_A0A0P7Y6T6,c2db6b204ead21064b10af0a45eef203
UniRef90_A0A379DMM9,71635c0ad79b23ca17aa9b510c1929ee
UniRef90_A0A085VRH4,954f15927b5e0f77aea0d601b9b724ef
UniRef90_A0A4Z0C9R7,5cf857af312e1af9bde2956468c44a73
UniRef90_A0A1I4WL66,ca52ac13dbaa385879b2b01ca00a4dd2
UniRef90_A0A4Q3LJ45,88381804fcf60471e0ae22f50919e83f
UniRef90_S2KHJ4,6ad4ab3b179325c41d6ade10ce45ef5e
UniRef90_A0A0Q8QNE4,09679b2af2dd07409a581c23348becd3
UniRef90_A0A4R6U4T4,925fd90e585a0b6ce58083b2227618ef
UniRef90_UPI00047BB679,8809d48bf7c9632e5646802da4a04921
UniRef90_UPI0005BC6D8C,1a12ef2380ac0a561424e9a588ea02b8
UniRef90_A0A093GYM8,0b1befcff78ff35e516414f131564a4d
UniRef90_UPI0008A1FCF6,3e0419372dbe14ffba48cf3e5098eb57
UniRef90_UPI0008A3AE69,a854465bb6c710ce615abcd336477808
UniRef90_UPI000CCC9405,eeb09e848e8081e1d71ed1bc297f0f73
UniRef90_UPI000D57EB0F,3d1798d559a108058bd3e05317324694
UniRef90_UPI000E24250A,6ef9474c268669d2f84d6d785da824ee
UniRef90_UPI0011B4C96F,ec2d3f9beff561887f7c738cb3d65888
UniRef90_UPI0015CD8101,a3d4149db5ec8ac9046d0560e29a78cf
UniRef90_UPI001648BD34,0cdb409dee59617f4a363c85c98c149b
UniRef90_UPI00164B1FDB,50e2abc07309f6fdc82bf3f9bd99a88d
UniRef90_UPI00164C1014,82ae9603fe1f835b6e315998630a0e68
UniRef90_UPI001679E982,3999d2f6e03e5386a14486618ec7b279
UniRef90_A0A3E1RFQ2,976e056e57c84c1838955c7cd948cc80
UniRef90_UPI0019204AE7,c0aa1bcdc87b1390cc55431a3e12dbde
UniRef90_A0A2T2NHR7,78a6ed7dfa1d17e2f669299700b452f3
UniRef90_I1JI98,f8726dc282f6f37ef8e1b52dc6251b46
UniRef90_V7B7G4,725974055b9246e8408043c787f2ed67
UniRef90_A0A2T7F0G2,d003723f9b539b4a40105d5e212c6b87
UniRef90_E6WGC3,51bf32669b8bfb7d4b2b300a16fa689d
UniRef90_A0A0H3KZ60,47f451c4e250316c133da720c8bc7f52
UniRef90_E1SCS2,4c06397b43d10f5c289858a3dcca97ac
UniRef90_A0A443ICB4,53f52711d432044c2132e7cecf1da7cb
UniRef90_A0A3Q9JJN4,967712b5b8a65dec0d47c9e0fb44c76f
UniRef90_A0A1M3PH40,e00eb013bf003861a055d224fbc9a0cf
UniRef90_D8MW81,86a5dd8a2fb08632eac05fae7b2f977b
UniRef90_A0A562ZWS5,8499dbbaeccaa6850f7928a24643dbb9
UniRef90_A0A1A7Q3X4,5e1ac690b82bc8abb60758f99233f6e2
UniRef90_A0A0L7T1A8,53210bd765f1e456c865d9901617d5cc
UniRef90_A0A3S2V9G4,ba362e8f2f445bf2b0ad8f74f7d5b762
UniRef90_A0A7X6DGD6,8a89cb5affdbbb18530094383bc6853c
UniRef90_A0A6I3SRT5,918c40b91fbf162f1f51cf1c51c42341
UniRef90_A0A0U5L7M2,29ee99428dc601a8ac3d1f18c2ff4eea
UniRef90_U3I090,69e5795d0abb403c1615e44323db49d5
UniRef90_UPI00054DC3C0,a6720f5fb588eda1e39825f9003f4f13
UniRef90_UPI0008269AE7,5aa353ec220668b3feed5098acb3b768
UniRef90_UPI000829B051,8855a2ff0ee488429bb4dd1a2be28873
UniRef90_A0A6M9Q7V9,15b45a33de65879a7d2d7400a8a885e0
UniRef90_UPI00191D188F,b6b61eb54f10095a531a89b45d5fecf7
UniRef90_U4KU87,04079fe60fbfa0976dd580229ec35f82
UniRef90_A0A6A5T8N9,20b2d5ce9170a9da0b7c808a506e69b2
UniRef90_S3D0M1,587df4f17c18e61def0948c0ffd88625
UniRef90_A0A2J6S9R1,463052de18577c0916dd182eb7144344
UniRef90_A0A7C8IMZ5,74aa256c51ca37e8211f63e1c576f39b
UniRef90_A0A3S4G864,794235b6cdcc19fb1793c4ffd4a8ce37
UniRef90_A0A5U3TL87,bf6ad03683f907699285ac1fb9eb8c28
UniRef90_A0A6B0DQ08,03cea14a4f62f7decb77ccb4827d7fe3
UniRef90_A5D0P0,81a98f469abce0e9e2dd88e14241be52
UniRef90_A0A098U2Z6,605ff6273501318e9cc97f500269edfc
UniRef90_A0A7Y8H0M4,8e11ad379ec1600e5e15d54d24d6e693
UniRef90_A0A653E7C1,8e9aac1e54faf791c4b9737b95509bbd
UniRef90_A0A3A6R1I4,d4fd7686d0f3dc06a6b9ab1998b2c867
UniRef90_A0A167GD40,4d9c65c10e6772510b0d47ae36fc9b63
UniRef90_A0A0C5VKG3,1f6f062e71fb625ea2f42683078dd70d
UniRef90_A0A2I0FR01,2bf93ade1e0365573c44f95c044bd9f7
UniRef90_A0A3Q3AXW0,84e6467e6a0a208df4726a964373a8ae
UniRef90_UPI000C1D2DD5,ba7f542681db573c6c4efb8b43f18c28
UniRef90_UPI000FFB2DED,59a58418cf3a0edf12d0f98c1654f48e
UniRef90_UPI00143BA466,3465840426e864da6b8404fdec6af9f5
UniRef90_UPI0015663B69,d6d0fbbd2296d7ec560558ad2edd9e9d
UniRef90_UPI0015915F1F,34fcb6076e6ea60cea48e55e9901d036
UniRef90_UPI00162AD819,c0747dd2eadbac8e32365fc55ca1e503
UniRef90_UPI00167AEF95,2bb97d9aeacc26bea9741c8d09095c2b
UniRef90_UPI001790D991,84bd1ac39771a6e350cc227c78cf38e7
UniRef90_UPI00191A9259,3382134dd23add10dc764ac49fbd788f
UniRef90_A0A2P7RBY4,2783deadef8f2d9d19b943ac92a9caa2
UniRef90_A0A6A6WV26,bd2d1bc7655ae42f1da78d2ec6c23a1e
UniRef90_A0A0L9UWD8,6005b40e96a111d29bab0e7f05bc2a63
UniRef90_A0A6V7PQG8,b3a7707239a0632b0b1308b61c85ce6f
UniRef90_Q88GW6,6f7747236c54b80097a355795e0f01b3
UniRef90_A0A7W4RGU8,d3174c6ef0d25851c016bdfe20bf5444
UniRef90_T0NSA8,9dbe9dc1050138a93c9cdb89fcab486f
UniRef90_A0A089ZQK0,30b4b6988c4a9c0950212f1bf8cd8210
UniRef90_A0A359DAI2,8e313adf2077c8eb97e114bdc1b93966
UniRef90_A0A1G9D838,e8d2d86bdbdc73e2dcb595f3e383801b
UniRef90_A0A843YZE1,60a40fcfa68dcfd87fe4f495217add20
UniRef90_B0VL00,d54009ab69513e5e387635c90140df2a
UniRef90_A0A1G7WES2,caa889ac14571fd8700edbe79a91431e
UniRef90_A0A6L6JC02,35b29533c3825bd997e0e0559742db3e
UniRef90_A0A378FTC0,475775800c827f1c822d9eb879b74fef
UniRef90_A0A2W5CTZ9,818953a85ce1a8be7631c03d8aeeef6b
UniRef90_A0A327KVS0,da4c1a187d67d39e953c318bddde9dc5
UniRef90_A0A220S4T3,30b3755f43e4dc1a984b67f5fc81f312
UniRef90_A0A846VK12,a145aad3dc887fa589977fde07acd0c3
UniRef90_A0A0Q7TYI3,fa9f3960c9ee0c56c15a6d5997ee3059
UniRef90_A0A257EIT9,e50b4a23dfa8c3a11343f6996b000859
UniRef90_A0A3N1JS50,d36abeef442a4269acba6244f3d21060
UniRef90_A0A1Y4XAC2,29aeb29de94803474d9d0981bea2d609
UniRef90_A0A285NZ72,76aeddce4264189a4a3672cfb52fbde2
UniRef90_A0A084TFR7,ad20afb959eb952411624273dd04c65c
UniRef90_A0A7U3ZI28,e45c26915d2ca841e32d7b1e2575e879
UniRef90_A0A3R9WGA6,f45e598ca87361a6d8bd126ce1a084d2
UniRef90_A0A2H0IV60,a5f24e9ef0bfc46fe632b0d968885f4e
UniRef90_Q9DSP4,7cf969d012db92031448d7ef90e45a19
UniRef90_UPI0003FB579C,360ad3aff2d38f81e7806f0fb2003706
UniRef90_UPI0005266436,6bb9c92b5156089bd2e87b32d1a09396
UniRef90_A0A0M1NV38,c818d36da87f8b4711faba4dcfc09962
UniRef90_A0A366I958,f9c7c5a00dabe3eb51c418b9ed9e0c79
UniRef90_UPI0011F27827,ba77e32bf366770ca3a25b4e0b9189d3
UniRef90_UPI00131B55B0,081b19b8ff2662b97363c870a3ee2e06
UniRef90_UPI00140E1B5D,1b016a5e7f3e7f5941ae35ae419945aa
UniRef90_UPI0015FEE721,07ab8467e9761720e6929bfe6776ae74
UniRef90_C3ZF30,2d0953850b12fd9092600017fed46167
UniRef90_UPI00164A3C60,a9594d4a4fb536dbaec313b0d1e75d0d
UniRef90_UPI00164AC2F2,558ee8a866482b10b969b757815b31c8
UniRef90_UPI00164DBED2,571a170fc0a1db8bd583b70bca547cc3
UniRef90_UPI001668D174,c5e2b0554e3ee8cdc034c2868fab4585
UniRef90_UPI0016771DB3,97c96e956cf0574d8d970adb17d855cc
UniRef90_UPI0018796CAD,ef283a54b2b8588dea5d1cefb5534b8b
UniRef90_A0A370TFZ5,a248e8c913e1f5e09ab53d08235996d5
UniRef90_A0A1R7QFP4,87011a3d87dbbaba98d554744cedd262
UniRef90_A0A6G7CPS5,e31660013c20c04cf002eee7f8fb47f6
UniRef90_A0A0Q5NXW4,2613b94836322648f8aea62776ecd9e5
UniRef90_A0A3B7CWK3,f46e104376721f1676893da5d9810f49
UniRef90_A0A212S3W6,6a15541c2f6a2ebfde215b0a0c0d58f7
UniRef90_A0A7X4LHL6,7b9929cc6e824ba7b40d6095ac873c4a
UniRef90_A0A4Q6CJV2,f45ab31ae62cf4a7fe72ac23d385ffa4
UniRef90_A0A556SX62,98578303ebac327d4bb7aa522a32b8f3
UniRef90_I3ZMF0,2d8c4e58d83aeb6c971202cbf1c8f9de
UniRef90_A0A7C7DVW1,b42057d098471d3f05692480000b4c38
UniRef90_A0A095FD84,85579be5d09e68a93fca12d5753c3b12
UniRef90_A0A418Y4P0,41a84122c453faa333125fe3149f5449
UniRef90_UPI0004A72F82,11e737d65bf348aaf6a5bc41206a29b4
UniRef90_UPI00054CF6FA,316e571de9551fe3b2047b7aece95c92
UniRef90_UPI000646630C,37b2eb93ac6d4708c16e2e8706fe5290
UniRef90_UPI000DCF6558,c32303e8489bccf30c5132f359e71fea
UniRef90_UPI001174434E,d76a30a9de15128ac19c38b5abd85311
UniRef90_UPI001557DB01,cf577b51b7cd5b1494761088e563455d
UniRef90_G7K257,85a9a11d2a494e6ed3ec102fe9579576
UniRef90_A0A061FLI1,096a73cc4c7bf8a271a6d25efbe9020a
UniRef90_A0A5J9U5S9,6c3a83fa2f63806e6d1ccfbde2932cff
UniRef90_A0A6P5Z0T7,4119918c002eb7d6108d7693ea4e8ae8
UniRef90_A0A0D9X395,d4911d7cd296af510722732a9fe77db1
UniRef90_A0A5Y7WJU3,534d490f0877bb7ab2034ac1aa6bf93a
UniRef90_A0A5B9E9I3,47936b4531456dca01dedb29a8446edc
UniRef90_A0A151Y2X0,d9c3da0b9cd111ed8639782d470ca474
UniRef90_A0A1B3PGA7,a56a26dd555b229015af906a8859fae0
UniRef90_A0A515KNH7,2b7fa4114dc1c50e5c1eedbc4b40deb9
UniRef90_A0A1D9HBM3,91c50eb3680248a05eeaa3762a71ae0e
UniRef90_Q6FFQ4,bacb29d3b6346c8d59ecbbf8fdf424ca
UniRef90_A0A4R7BKX4,a29fc9feb11c3bd50a0336e13d21c3ec
UniRef90_B9Z3K6,bfc7260ed5c87c8f7de1cf37a3620708
UniRef90_A0A5J6NV39,0274e8c4460b8323e400905085a182c5
UniRef90_A0A2S7JJH6,b0cca0808787ae966f75893380bb8115
UniRef90_A0A7G8BYD2,1bbbc2bab5c6f6eeca06d0d11bea6966
UniRef90_A0A1U9NEJ1,ca569a312d9b0fc70c244564ad4ab4ae
UniRef90_A0A3E1DWU2,3bd8c34a8f1543de93a6773be5145210
UniRef90_A0A3G1RP26,11ce4c149ed954c101779e93c58a8f68
UniRef90_UPI00066FE9C2,b3efae6f1320160dbe2cbc693cbb4323
UniRef90_UPI0008384735,f078f85e9c95d6e971d9bc77e4e3db16
UniRef90_A0A1S0V7W3,87aaf0039afda6c92194f943b67462d9
UniRef90_UPI00128D6827,f5472cec16a71f09656afb3352a5de48
UniRef90_UPI0019623530,c8e705c4723afec1b4265602c6df9a9c
UniRef90_W2RXZ0,aa53500716d78f55e2f4074677c0e246
UniRef90_A0A6P4XIU1,d25ee1275cd8aaa23e711b7775402ab6
UniRef90_A0A0A9CT53,8c3602f52119f92518d539fa623f8638
UniRef90_J3M814,f6691345ad7479da5ca2a67e96be763f
UniRef90_A0A6I9T1H2,8ba6c4b80aba64a341c0743f8377081a
UniRef90_A0A4Q5PAL2,5ef84c65b514407788cd31809bfa3ab9
UniRef90_A0A4R4DW27,d2a68b72533e73ae4f1f4a380910b6aa
UniRef90_A0A2N9L2D1,b60db2a84b4b0049d0c894eb3dae5d3f
UniRef90_A0A7G6U5N6,90c8c54e55a410a2940c8cc0cb099717
UniRef90_A0A2M6V7B7,6a0e64dbcfb89ad00fcab21066991e66
UniRef90_A0A5M6IW98,4ef9912ba257ec9a24c8f7d55167161c
UniRef90_A0A315CA24,36a23974117c400c8dc06d174d7e77b6
UniRef90_A0A2N6ELN8,329451f2cd47aae4a322fc7371f5bdd6
UniRef90_A0A3S0BN09,2e3a1d4a4ffc8eb96434cf47d1c38d0f
UniRef90_A0A4Q9VWY0,631bff0c1991360c9c686fc98778f2e1
UniRef90_A0A7V9SAB8,1c322a0d9145dd2a3649a0317aeaf459
UniRef90_A0A3D0H218,a3e41f1983c48a6f389c420176bc9c35
UniRef90_A0A2D0IFA6,94e03250f69d996dfb94dd2394309aaa
UniRef90_UPI00036CC00A,3837ffcd1c9fdc386010540676238442
UniRef90_UPI00041271AF,ec50568b56a63f3352cbb2dc2668ed6c
UniRef90_A0A0D7NRA9,d358667c874dc5174c0232cbfebd577f
UniRef90_A4YNG8,21049df24ef22ef6b3c8a4354b7dcb10
UniRef90_A1HSF2,679b923fd5c6cf97373e9ba2bab0683c
UniRef90_A0A1M7UVS3,88e03d5e8053287c5825330d5daf7874
UniRef90_A0A1S2N715,ed4155253d2c7ddeb0d2f73cd6c61842
UniRef90_A0A2N3PMU7,10eb1758bb8e2b3e59dbc1bebc8435fe
UniRef90_A0A422QG76,9c008133ee21a7afcb136305cc4c91e1
UniRef90_A0A7L6YGW5,108335e446fef7fddd962ef7097774f4
UniRef90_A0A7Z2W0S9,316eac4bace938659bffe74882bff568
UniRef90_A0A259UW27,9cde06cfbc9e0305008e08f04357b41c
UniRef90_UPI000410F3DF,e58975174c4763fe65086fc18f589101
UniRef90_UPI000D0B86F0,ab176dda15421cae65fe2c848b4d856c
UniRef90_UPI001069C650,440ce0dc25554263c45170f5b6fd9b9d
UniRef90_UPI0011EBEDA9,4f0deb71d74068e9ba2c59187b02ab97
UniRef90_UPI0012322B0F,f7a7437a50ce2775751ed939e3ca7557
UniRef90_UPI001411EF7B,e00118f6d8d085523b62ffc551fa73cd
UniRef90_UPI0015F5E8B6,8f7ec50bcda702b0805615d20e474135
UniRef90_UPI001646C247,da2eba1b0d3766eb63a7264851a66e76
UniRef90_Q9LY46,d34689198a600943809e502650ac3047
UniRef90_A0A1S2XL65,d811098fa27355b76d5f3af1d46072df
UniRef90_A0A0Q9LJW9,8c275f984d4424189e2254db4f9a12e2
UniRef90_A0A1I6LNA6,6f1919eb3ec4a9d5ba7f10ea45d3b646
UniRef90_A0A1H4E1T9,8d7e6b05b8b3df560893cf18b958cb11
UniRef90_A0A024QH42,b4fbf40fa4ab6cd5ccbed3e3ba66ac79
UniRef90_A0A7C9FEZ6,952302c1a6955092f754a2d69bdd41de
UniRef90_A0A6G5Y6C5,cc62fa8ee6ab256a8512150cb651cb20
UniRef90_A0A0A0DF65,0c8ebb10a94e342a6d4288f20bff1c3b
UniRef90_A0A1B9L493,094ee441d109def28b10a935c0b34b6e
UniRef90_UPI000C83A9E9,917beb136c24a0ef8606b4f45b716ce7
UniRef90_UPI0013584CA9,18f2f6dee53b68389ff823f07bc4a854
UniRef90_UPI0013CFE352,109c924b62b1311c64966d4e2b5c547c
UniRef90_UPI0013D0BB68,52098008fd7ef1b8cb0ace60c63a8678
UniRef90_UPI0015949C7B,d5050b32b2aa25fd34bf587cc1c3298a
UniRef90_UPI0015EF35F0,f713388b2ca0136e0d728f3963e0bbea
UniRef90_UPI00164DC746,98cbc07c3a2a1036a575d896a1a053eb
UniRef90_UPI001AE62B82,2b28df03173f7ff03c1fa27d9e8a2cac
UniRef90_A0A1Y1YU26,f4463d18dc6d1f6e951691feaedd9353
UniRef90_A0A7J7H4A9,85dcf44aca31df3428991e9d2ddbec04
UniRef90_A0A1D1Z945,c6f9bea3a0c8fead739d282709d7b281
UniRef90_A0A1C3S8K6,f7041aafb6af8973609e5fb099dda82b
UniRef90_A0A7U5BYF5,0399647255e0978352f65c402359e5c8
UniRef90_A0A0M2PGV0,d230be4c69859eb0d5d7e2d3ca4d2017
UniRef90_A0A0Q9H9W2,e6ca03a97cddaeb5d974f95e2a30ae66
UniRef90_A0A0U2WKM1,9ff43ba2fa352c4d17c9a06742048ef9
UniRef90_A0A6P1AZ12,2836ceb74582f5130611a525c8480ee1
UniRef90_I9DL49,c7c0e0a755d0efd6c8b6b7f7dba1b160
UniRef90_A0A498R8H5,0f0916b519aca3f47d3621008a12eb6d
UniRef90_A0A3D3FRF8,1255f5666a432e3b20f9df9847297bf8
UniRef90_A0A7X8G7N9,896648f71049e2d73bcd0fbd914e8e41
UniRef90_A0A6N0BV33,35e4effd4d85fad3695a0159ed56bf66
UniRef90_A0A0F2JI11,0dc4638864344d11b5573184067200a7
UniRef90_A0A248TF80,f98636782387af47e06271c300fb197e
UniRef90_A0A4R5VXM1,50ee2c27018370edc055318d80bc82fe
UniRef90_A0A259U4N2,504821d44ab86de85db00aecd0aa9112
UniRef90_A0A1I7GDA8,1d61f609b1842a7d7f044d482fa28564
UniRef90_A0A1Q3QRI2,5b6b824c0646d44b85f1652a26a27822
UniRef90_A0A7C1VGU0,313948237c1a583d1dba18c1a34d249a
UniRef90_A0A559JSQ8,7fefab0662bf0d8ea4be7c8cdeae80ce
UniRef90_UPI00048E0365,ea9c3c993413c37e1e2d33e1c6ffc567
UniRef90_A0A075KKQ1,000658b22112c9084314c9d487c78c81
UniRef90_UPI0006468720,cdbd82a6eb88eec7ab47c04d71d5de7c
UniRef90_UPI00067C6FAC,43ecd57a4bc7dd1c72c3f7f5c021886e
UniRef90_A0A1U7MBD5,c15d843ae316a8179d5c37594bad8825
UniRef90_UPI0009ABE6BA,112cd95a02c9ba075828db553a374750
UniRef90_UPI000C23C0B0,51b93524f755b88d283425a779d58f0a
UniRef90_UPI000C241E5F,981201b17eaa470c975f8ced9ae0d00b
UniRef90_Z9JFI8,e5ada48d3ba6e031e3a4146e4a520ea2
UniRef90_UPI00168923BE,3cef4e23f4b006857880ec796461bdd8
UniRef90_UPI001ADD8A4B,5be6f0cae0bc85a26f78f64a6c52b489
UniRef90_P42240,7938d4a7bc46834bae83e930b7a2cc43
UniRef90_A0A2S4PL16,1d2b5f9635f6cca083ce518037571fee
UniRef90_A0A0R9MR34,dd4fd709b22f10607b3d4d2d73116409
UniRef90_A0A5E5Q696,1e62fe4e5a846165e565c5fef6915025
UniRef90_A0A090ZCN4,98f61c540adb06d57f89313c1c14cb06
UniRef90_W7RFD0,8c6399c01beeb5392f401cac939fe78f
UniRef90_A0A1Q3JAB8,36934bc51e7be8c052343a627afe6de4
UniRef90_A0A2D0N5C9,0834d973723df24891b27928240320d1
UniRef90_A0A847YQM6,2926a13b6791f228a4940ba302ac008d
UniRef90_A0A7Z2S020,0169cec98638a000342945fb2ce907f6
UniRef90_A0A2N6RCW8,6dc9d52627870d4d8a6c40baac2b6f2b
UniRef90_A0A6I7FI93,bc30f67fdf3a1b9985acc4245cf6b241
UniRef90_A0A417YAZ3,cce49860dd9d43cd49d535757fc218a6
UniRef90_A0A154BVD9,a9b1ce0859c2b11271137af184b74716
UniRef90_A0A075LNH6,11ba30652cc3a2b58cdaf9a34c15a88f
UniRef90_S7SW63,19d0910a563bc93acec471fd93f45f57
UniRef90_UPI000EF620CB,e2790ec812a990d2e847be35b705a329
UniRef90_UPI00101156CB,085875c7afe3452db74ac68def957df2
UniRef90_UPI0019235978,b5aefc85d40d8fd062b01e636f049d14
UniRef90_A0A662IUU3,891d1f58bff89f47ba639935316977d3
UniRef90_L8FN33,1242320f08279b815465ff715ec0633b
UniRef90_A0A2N6P1G8,ee54f6f123ed258171e0c6c3252e6618
UniRef90_A0A8A7VIH7,38ab095eebb98eae076f37507e9f6d6d
UniRef90_A0A679ESN4,e8282a95e03d53086697b278ee9d2554
UniRef90_A0A0D8I8B5,ae9b213f6ac0d92678e913f2cf830450
UniRef90_A0A5E7YQC8,d7417a22f0500c66b833863061fcc6d1
UniRef90_A0A849WT16,f24529fde52d98d574d9f55532439de0
UniRef90_A0A2T4Z801,2aa6546223a10089063d8f53529fa8fe
UniRef90_A0A3G2L285,908195b1fe20934047e84de055d0f6d8
UniRef90_A0A268AE08,98a2327c43ec5f2ef0fd989b78a993c5
UniRef90_A0A1L8R2H2,82fed5d08fe76aa3fdfb9e9a23db02d9
UniRef90_A0A2P8GKE5,f2f2745245e7c20198eb8d029ccf713b
UniRef90_A0A239HY91,4b77d966355ebaf700cf0ca4b61ac223
UniRef90_A0A2U8I5V9,a536e98ee87b58faea83fc1902e12f68
UniRef90_UPI0009869FA1,34543b3559b93f24bd2f13502a9057a3
UniRef90_UPI00106FAB83,11b708ee12fe266fb5f688e4777bf8f4
UniRef90_UPI0018F73881,63958ce04514482cf6e1a140416d59b0
UniRef90_A0A5A7R0W6,35dc866425fe4f6b819c9ecddcf20ec4
UniRef90_A0A745G0F5,d553c50dd9e8a177dab5de9c18045b75
UniRef90_F7NLK0,53ba1787dbb45643289be4dff62a0ce2
